City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Saint-Augustin,CA,51.226,-58.6502,44.74,41,0,0.49,clear sky
345,Lucea,JM,18.451,-78.1736,80.46,76,65,2.71,broken clouds
346,Erzin,TR,36.9559,36.2,63.12,54,44,5.64,scattered clouds
347,San Borja,BO,-14.8167,-66.85,95.05,49,20,4.61,few clouds
348,Jumla,NP,29.2747,82.1838,42.28,69,1,4.56,clear sky
349,Svetlogorsk,BY,52.6333,29.7333,46.45,92,11,7.49,few clouds
350,Zhanakorgan,KZ,43.9098,67.2495,41.79,68,5,5.77,clear sky
351,Sechura,PE,-5.5569,-80.8222,73.83,59,68,17.0,broken clouds
352,Piney Green,US,34.716,-77.3202,69.73,62,20,12.66,few clouds
353,Muscat,OM,23.6139,58.5922,78.82,48,0,3.71,clear sky
354,Novokizhinginsk,RU,51.6115,109.5917,21.16,61,0,2.84,clear sky
355,Pundaguitan,PH,6.3711,126.1689,81.9,78,25,7.81,scattered clouds
356,Okhotsk,RU,59.3833,143.3,15.33,72,1,16.13,clear sky
357,Rancho Palos Verdes,US,33.7445,-118.387,92.68,59,20,6.91,few clouds
358,Camacha,PT,33.0833,-16.3333,69.22,78,20,13.8,few clouds
359,Yar-Sale,RU,66.8333,70.8333,13.84,92,100,23.38,overcast clouds
360,Kiunga,PG,-6.1219,141.2906,74.43,98,99,0.72,overcast clouds
361,Vrangel,RU,42.7297,133.0839,46.31,62,100,3.31,overcast clouds
362,Belmonte,BR,-15.8631,-38.8828,77.5,83,51,7.67,broken clouds
363,Kulhudhuffushi,MV,6.6221,73.07,81.48,71,96,9.33,overcast clouds
364,Tornio,FI,65.8481,24.1466,30.22,99,100,6.13,overcast clouds
365,Guadalupe Y Calvo,MX,26.1,-106.9667,67.5,28,0,9.28,clear sky
366,Manjacaze,MZ,-24.7117,33.8828,66.31,67,3,10.18,clear sky
367,Oranjemund,NA,-28.55,16.4333,59.49,85,0,7.43,clear sky
368,Maraba,BR,-5.3686,-49.1178,78.98,89,40,2.3,scattered clouds
369,Tibati,CM,6.4667,12.6333,69.93,79,99,3.15,overcast clouds
370,Sete,FR,43.4018,3.6966,66.24,82,100,25.5,overcast clouds
371,Zhireken,RU,52.8249,117.3076,18.7,47,0,2.35,clear sky
372,Lamu,KE,-2.2717,40.902,79.02,83,56,11.07,broken clouds
373,Ibra,OM,22.6906,58.5334,73.13,33,1,2.24,clear sky
374,Chimoio,MZ,-19.1164,33.4833,60.44,68,4,0.58,clear sky
375,Grahamstown,ZA,-33.3042,26.5328,53.96,82,79,7.11,broken clouds
376,Vardo,NO,70.3705,31.1107,35.35,75,14,22.3,few clouds
377,Saint-Pierre,RE,-21.3393,55.4781,69.48,74,75,4.61,broken clouds
378,Lagoa,PT,39.05,-27.9833,67.3,94,100,17.11,overcast clouds
379,Tamsweg,AT,47.1281,13.811,43.21,86,70,6.8,broken clouds
380,Sibiti,CG,-3.6819,13.3499,67.71,95,100,2.62,overcast clouds
381,Ilhabela,BR,-23.7781,-45.3581,70.09,94,86,8.66,overcast clouds
382,Ronchin,FR,50.6,3.1,53.01,85,20,1.01,few clouds
383,Yulara,AU,-25.2406,130.9889,69.64,23,100,13.8,moderate rain
384,Sungaipenuh,ID,-2.0833,101.3833,63.7,94,75,1.74,broken clouds
385,Mayo,US,38.8876,-76.5119,63.18,96,90,7.0,moderate rain
386,Caravelas,BR,-17.7125,-39.2481,73.96,82,14,6.13,few clouds
387,Buala,SB,-8.145,159.5921,84.09,75,98,11.16,light rain
388,Tunoshna,RU,57.5459,40.1254,48.18,87,90,13.42,overcast clouds
389,Airai,TL,-8.9266,125.4092,63.03,81,98,1.14,overcast clouds
390,Leningradskiy,RU,69.3833,178.4167,-11.24,93,21,4.83,few clouds
391,Port Lincoln,AU,-34.7333,135.8667,55.22,53,65,6.08,broken clouds
392,Bonthe,SL,7.5264,-12.505,78.71,83,100,12.28,light rain
393,Kabalo,CD,-6.05,26.9167,69.39,95,27,3.71,scattered clouds
394,Novobirilyussy,RU,56.9514,90.6661,38.53,60,100,13.47,overcast clouds
395,Socorro,US,31.6546,-106.3033,78.1,13,1,5.75,clear sky
396,Dakar,SN,14.6937,-17.4441,81.48,78,100,4.61,overcast clouds
397,Deputatskiy,RU,69.3,139.9,7.86,91,100,8.99,overcast clouds
398,Walla Walla,US,46.0646,-118.343,57.9,84,100,10.98,light rain
399,Gejiu,CN,23.306,103.1635,52.52,97,73,2.42,broken clouds
400,Tomatlan,MX,19.9333,-105.25,85.6,68,33,7.47,scattered clouds
401,Phuket,TH,8.0,98.25,86.09,100,20,0.0,few clouds
402,Tiarei,PF,-17.5333,-149.3333,80.62,73,17,14.92,few clouds
403,Badarpur,IN,24.9,92.6,73.98,75,95,1.36,overcast clouds
404,Bulaevo,KZ,54.9056,70.4439,24.44,68,8,8.68,clear sky
405,Araripina,BR,-7.5761,-40.4983,80.64,37,84,6.2,broken clouds
406,Elko,US,41.0002,-115.5012,67.75,45,24,7.0,few clouds
407,Hammerfest,NO,70.6634,23.6821,39.65,75,75,25.32,broken clouds
408,Sorong,ID,-0.8833,131.25,78.1,87,100,5.19,overcast clouds
409,Sipe Sipe,BO,-17.45,-66.3833,77.49,42,72,6.64,broken clouds
410,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,94.78,21,31,12.1,light rain
411,Sherbakul,RU,54.6316,72.3963,20.88,63,8,9.33,clear sky
412,Joao Pinheiro,BR,-17.7425,-46.1725,79.7,44,92,7.23,overcast clouds
413,Payson,US,40.0444,-111.7321,68.99,50,1,4.61,clear sky
414,Chernyshevskiy,RU,63.0128,112.4714,8.76,95,94,3.44,overcast clouds
415,Bayir,TR,37.2687,28.2167,48.72,56,1,1.81,clear sky
416,Broken Hill,AU,-31.95,141.4333,49.71,62,0,16.11,clear sky
417,Lucknow,IN,26.85,80.9167,64.38,88,0,0.0,mist
418,Kisanga,TZ,-7.4362,37.7034,74.35,81,6,4.94,clear sky
419,Enkoping,SE,59.6361,17.0777,45.23,90,76,5.82,broken clouds
420,Zhiryatino,RU,53.2228,33.7306,43.47,94,16,7.07,few clouds
421,Iwaki,JP,37.05,140.8833,53.24,71,0,4.34,clear sky
422,Malur,IN,13.0075,77.9378,67.96,98,100,4.94,overcast clouds
423,Alofi,NU,-19.0595,-169.9187,80.49,47,94,14.97,overcast clouds
424,Lexington,US,37.9887,-84.4777,60.12,79,90,4.61,light rain
425,Nalut,LY,30.3333,10.85,66.81,41,31,4.7,scattered clouds
426,Russell,US,32.3502,-85.1999,57.11,75,90,5.75,overcast clouds
427,Kasongo-Lunda,CD,-6.4667,16.8167,70.21,98,100,0.65,overcast clouds
428,Abu Zabad,SD,12.35,29.25,82.09,19,35,7.47,scattered clouds
429,Puerto Narino,CO,-3.7703,-70.3831,87.75,90,59,1.86,broken clouds
430,Paralimni,CY,35.0375,33.9833,64.08,65,36,8.99,scattered clouds
431,Morant Bay,JM,17.8815,-76.4093,85.62,81,37,7.23,scattered clouds
432,Bukachacha,RU,52.9833,116.9167,19.47,49,0,2.37,clear sky
433,Ferme-Neuve,CA,46.7001,-75.4493,56.98,62,6,4.76,clear sky
434,Storebo,NO,60.0948,5.2271,56.5,83,97,10.0,light rain
435,Morgan City,US,29.6994,-91.2068,64.0,62,67,14.36,broken clouds
436,Greenwood,US,34.1668,-82.1165,60.55,86,90,6.91,overcast clouds
437,Sechenovo,RU,55.2244,45.8906,42.33,76,100,16.73,overcast clouds
438,Half Moon Bay,US,37.4636,-122.4286,81.41,67,20,5.75,few clouds
439,Udimskiy,RU,61.1417,45.9144,40.46,98,100,10.6,light rain
440,Osakarovka,KZ,50.565,72.5692,34.3,60,100,13.0,overcast clouds
441,Athabasca,CA,54.7169,-113.2854,43.21,33,35,12.53,scattered clouds
442,Nara,JP,34.6851,135.8049,54.68,74,9,2.75,clear sky
443,Ust-Abakan,RU,53.8525,91.3742,35.51,80,0,6.71,clear sky
444,Chuy,UY,-33.6971,-53.4616,65.62,87,0,12.28,clear sky
445,Byron Bay,AU,-28.65,153.6167,81.05,67,83,11.39,broken clouds
446,Yeniseysk,RU,58.4497,92.1703,36.9,68,100,10.18,overcast clouds
447,Pontianak,ID,-0.0333,109.3333,75.18,94,90,6.91,moderate rain
448,Pitimbu,BR,-7.4706,-34.8086,75.79,74,50,14.56,scattered clouds
449,Scarborough,GB,54.2797,-0.4044,50.07,86,100,3.0,overcast clouds
450,Xuddur,SO,4.1213,43.8894,72.7,79,11,10.56,few clouds
451,Kailua,US,21.4022,-157.7394,84.07,65,75,10.36,broken clouds
452,Bukama,CD,-9.2,25.85,72.07,85,46,0.6,scattered clouds
453,Shieli,KZ,44.1667,66.75,40.12,72,1,2.68,clear sky
454,Bajil,YE,15.0584,43.2851,83.88,55,2,2.15,clear sky
455,Paracuru,BR,-3.41,-39.0306,82.42,75,43,11.36,scattered clouds
456,Correntina,BR,-13.3433,-44.6367,82.36,41,77,1.66,broken clouds
457,Nizhniy Tsasuchey,RU,50.5167,115.1333,20.84,47,62,8.43,broken clouds
458,Tres Arroyos,AR,-38.3739,-60.2798,81.1,31,4,17.4,clear sky
459,Mazamari,PE,-11.3258,-74.5308,84.72,55,66,1.61,broken clouds
460,Bollnas,SE,61.3482,16.3946,43.39,86,96,8.81,overcast clouds
461,Tapejara,BR,-28.0681,-52.0139,80.98,83,25,5.48,scattered clouds
462,Camalu,MX,30.85,-116.0667,75.58,47,0,7.18,clear sky
463,Chicama,PE,-7.8447,-79.1469,61.34,67,26,10.27,scattered clouds
464,Vysokogornyy,RU,50.1167,139.15,24.58,89,15,1.72,few clouds
465,Wagar,SD,16.1525,36.2032,82.31,47,0,11.21,clear sky
466,Turukhansk,RU,65.8167,87.9833,29.35,93,100,14.38,overcast clouds
467,Tombouctou,ML,20.0,-3.0,84.29,25,85,10.76,overcast clouds
468,Elizabeth City,US,36.2946,-76.2511,73.4,63,75,5.99,broken clouds
469,Imeni Poliny Osipenko,RU,52.4201,136.4853,32.32,90,100,1.45,overcast clouds
470,Roald,NO,62.5833,6.1333,61.72,58,100,11.5,overcast clouds
471,Krutikha,RU,53.9599,81.2093,38.68,60,100,13.89,overcast clouds
472,Palmer,US,42.1584,-72.3287,51.17,69,75,1.01,broken clouds
473,Strezhevoy,RU,60.7333,77.5889,21.18,89,100,17.69,overcast clouds
474,Havelock,US,34.8791,-76.9013,70.93,69,12,8.99,few clouds
475,Berlevag,NO,70.8578,29.0864,39.2,87,20,18.41,few clouds
476,Broome,US,42.2506,-75.833,53.58,69,90,3.0,overcast clouds
477,Omboue,GA,-1.5746,9.2618,77.31,91,91,5.77,overcast clouds
478,Kindu,CD,-2.95,25.95,69.6,98,94,1.16,overcast clouds
479,Grand Island,US,40.925,-98.342,63.19,28,1,3.0,clear sky
480,Tiznit,MA,29.5833,-9.5,63.05,70,3,0.31,clear sky
481,Moerai,PF,-22.4333,-151.3333,72.34,62,15,18.88,few clouds
482,Bengkulu,ID,-3.8004,102.2655,75.22,90,92,3.4,overcast clouds
483,Awjilah,LY,29.1081,21.2869,69.62,69,34,11.83,scattered clouds
484,Kurmanayevka,RU,52.5093,52.0675,38.43,78,100,5.06,overcast clouds
485,Benguela,AO,-12.5763,13.4055,75.74,81,100,4.18,light rain
486,Fershampenuaz,RU,53.5202,59.8117,27.27,53,22,3.83,few clouds
487,Erenhot,CN,43.6475,111.9767,36.84,59,6,11.39,clear sky
488,Wasilla,US,61.5814,-149.4394,34.75,74,1,3.0,snow
489,Saint Peters,US,38.8003,-90.6265,54.28,92,90,5.99,mist
490,Menongue,AO,-14.6585,17.691,64.58,87,100,3.49,overcast clouds
491,Astana,KZ,51.1801,71.446,35.55,64,90,13.42,overcast clouds
492,Zrenjanin,RS,45.3836,20.3819,54.21,48,0,18.39,clear sky
493,Guerrero Negro,MX,27.9769,-114.0611,79.81,40,0,13.31,clear sky
494,Bambanglipuro,ID,-7.95,110.2833,77.16,89,99,4.14,moderate rain
495,Udachnyy,RU,66.4167,112.4,-11.47,99,41,7.09,scattered clouds
496,Winnemucca,US,40.973,-117.7357,68.05,45,1,3.44,clear sky
497,Floro,NO,61.5996,5.0328,60.87,58,90,18.41,light rain
498,Faya,SA,18.3851,42.4509,60.91,31,75,6.58,broken clouds
499,Waltershausen,DE,50.9,10.5667,46.89,86,98,5.55,overcast clouds
500,Coihaique,CL,-45.5752,-72.0662,48.81,76,75,8.05,light intensity shower rain
501,North Platte,US,41.1239,-100.7654,70.0,33,1,1.99,clear sky
502,Kruszwica,PL,52.6756,18.3313,47.14,75,21,10.83,few clouds
503,Merritt Island,US,28.5392,-80.672,81.0,63,75,13.8,broken clouds
504,Alitagtag,PH,13.8645,121.0041,74.7,90,11,6.26,few clouds
505,Gouyave,GD,12.1646,-61.7296,83.17,70,20,14.97,few clouds
506,Hauterive,FR,46.0901,3.4459,61.02,67,100,12.3,overcast clouds
507,Premia De Mar,ES,41.4921,2.3652,67.32,89,100,1.01,light rain
508,Bontang,ID,0.1333,117.5,77.7,89,100,5.66,light rain
509,Katherine,AU,-14.4667,132.2667,77.32,88,97,4.61,overcast clouds
510,Mozarlandia,BR,-14.7447,-50.5706,86.02,41,61,1.7,broken clouds
511,Lebu,CL,-37.6167,-73.65,55.6,75,100,18.16,overcast clouds
512,Batagay-Alyta,RU,67.8006,130.4114,-6.16,86,96,5.86,overcast clouds
513,Laguna De Duero,ES,41.5815,-4.7233,53.53,91,90,1.01,light rain
514,Kajaani,FI,64.2273,27.7285,46.45,100,90,8.05,drizzle
515,Baringo,KE,0.4667,35.9667,75.79,58,94,1.07,overcast clouds
516,Port Blair,IN,11.6667,92.75,80.96,83,54,6.55,broken clouds
517,Sambava,MG,-14.2667,50.1667,72.79,91,100,10.69,light rain
518,Sanmenxia,CN,34.7747,111.1814,54.63,68,0,1.12,clear sky
519,Rock Sound,BS,24.9,-76.2,82.44,79,93,19.22,overcast clouds
520,Middletown,US,39.5151,-84.3983,59.65,96,90,5.75,overcast clouds
521,Harrisonville,US,38.6533,-94.3488,54.32,80,90,11.5,overcast clouds
522,Velikovechnoye,RU,44.934,39.755,44.49,81,0,7.92,clear sky
523,Davenport,US,41.5236,-90.5776,55.27,78,90,7.0,overcast clouds
524,Lompoc,US,34.6391,-120.4579,84.13,62,1,6.91,clear sky
525,Sangin,AF,32.0728,64.8359,56.07,32,3,1.63,clear sky
526,Paita,PE,-5.0892,-81.1144,72.16,76,86,16.69,overcast clouds
527,Perbaungan,ID,3.5679,98.956,78.91,92,95,5.77,overcast clouds
528,Taveta,KE,-3.3963,37.6736,74.79,81,68,7.9,broken clouds
529,Kyaukse,MM,21.6,96.1333,73.56,90,61,2.77,broken clouds
530,Cabay,PH,13.8783,121.3772,75.18,92,26,5.84,scattered clouds
531,Muli,MV,2.9167,73.5667,82.0,77,99,10.83,overcast clouds
532,Nongpoh,IN,25.9,91.8833,63.46,87,6,2.95,clear sky
533,Swan Hill,AU,-35.3378,143.5544,51.75,50,0,7.18,clear sky
534,Nouakchott,MR,18.0858,-15.9785,80.53,62,100,13.13,overcast clouds
535,Daru,PG,-9.0763,143.2092,83.52,75,100,8.1,overcast clouds
536,Puerto Madero,MX,14.7208,-92.4215,88.0,74,40,11.5,scattered clouds
537,Sassandra,CI,4.95,-6.0833,76.42,88,91,6.04,overcast clouds
538,Orizona,BR,-17.0314,-48.2958,77.88,48,78,5.32,broken clouds
539,Kindersley,CA,51.4668,-109.1682,46.42,46,90,12.66,light rain
540,Labuhan,ID,-6.8844,112.2051,79.68,83,100,10.0,overcast clouds
541,Panlaitan,PH,12.1191,119.8486,82.18,77,12,6.8,few clouds
542,Mackay,AU,-21.15,149.2,82.69,83,8,3.44,clear sky
543,Catamarca,AR,-28.4696,-65.7852,92.64,26,74,12.75,broken clouds
544,Seoul,KR,37.5683,126.9778,54.84,71,0,8.05,clear sky
545,Shellbrook,CA,53.2168,-106.4011,49.23,38,100,7.23,overcast clouds
546,Kieta,PG,-6.2167,155.6333,84.04,74,96,6.31,light rain
547,Najran,SA,17.4924,44.1277,65.05,31,0,1.54,clear sky
548,Khasan,RU,42.4308,130.6434,46.54,80,100,4.29,overcast clouds
549,Peniche,PT,39.3558,-9.3811,70.09,93,100,32.14,overcast clouds
550,Pierre,US,44.3683,-100.351,65.86,37,1,5.01,clear sky
551,Suntar,RU,62.1444,117.6319,11.62,96,28,3.49,scattered clouds
552,Kongolo,CD,-5.3833,27.0,69.46,95,59,1.92,broken clouds
553,Poum,NC,-20.2333,164.0167,76.14,71,8,13.98,clear sky
554,Puerto Montt,CL,-41.4698,-72.9447,54.43,82,90,11.5,overcast clouds
555,Virginia Beach,US,36.8529,-75.978,73.47,64,62,4.0,broken clouds
556,Hannut,BE,50.6714,5.079,55.92,96,100,12.77,light rain
557,Avera,US,33.194,-82.5271,64.27,63,71,12.35,broken clouds
558,Ankang,CN,32.68,109.0172,53.38,90,0,0.56,clear sky
559,Siderno,IT,38.2779,16.302,64.83,89,100,21.61,light rain
560,Deqing,CN,30.5448,119.9599,58.96,80,60,2.19,light rain
561,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.48,48,58,1.25,broken clouds
562,Nouadhibou,MR,20.931,-17.0347,75.18,53,76,12.66,broken clouds
563,Adrar,MR,20.5022,-10.0711,78.03,24,64,10.45,broken clouds
564,Laje,BR,-10.1833,-40.9667,79.14,50,96,11.9,overcast clouds
565,Palauig,PH,15.435,119.9045,78.55,74,9,4.36,clear sky
566,Srednekolymsk,RU,67.45,153.6833,1.67,97,100,3.83,light snow
567,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,66.2,85,1,12.71,clear sky
568,Omsukchan,RU,62.5333,155.8,10.13,95,100,4.5,overcast clouds
569,Tarn Taran,IN,31.45,74.9253,67.89,42,0,5.1,clear sky
570,Shelburne,CA,44.0787,-80.2041,50.49,91,100,15.61,overcast clouds
571,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,81.28,63,66,3.58,broken clouds
572,Gamba,GA,-2.65,10.0,76.93,91,97,4.38,overcast clouds
573,Churapcha,RU,62.0025,132.4325,15.22,93,100,8.5,light snow
574,Trebinje,BA,42.7119,18.3442,48.56,76,0,2.3,clear sky
575,Port-Cartier,CA,50.0334,-66.8654,43.02,52,0,1.9,clear sky
576,Gat,IL,31.61,34.7642,74.39,72,100,2.51,overcast clouds
577,San Ramon,US,37.7799,-121.978,79.92,57,1,1.01,clear sky
578,Nanortalik,GL,60.1432,-45.2371,34.07,81,93,4.43,overcast clouds
579,Moctezuma,MX,29.8,-109.6667,88.66,14,0,6.55,clear sky
580,Dalvik,IS,65.9702,-18.5286,39.13,95,100,3.27,overcast clouds
581,Rezekne,LV,56.5,27.3167,48.2,83,90,12.41,overcast clouds
582,Casper,US,42.8666,-106.3131,69.51,30,1,17.0,clear sky
583,Diamantino,BR,-14.4086,-56.4461,78.87,71,70,4.65,light rain
584,Urumqi,CN,43.801,87.6005,43.75,53,0,4.47,clear sky
585,Santa Ines,BR,-3.6667,-45.38,77.61,81,92,5.86,overcast clouds
586,Caucaia,BR,-3.7361,-38.6531,82.35,74,0,6.91,clear sky
587,Ercis,TR,39.0287,43.3586,44.2,87,100,4.59,overcast clouds
588,Zhoucheng,CN,35.9122,116.3117,53.56,84,0,5.59,clear sky
589,Mount Gambier,AU,-37.8333,140.7667,46.31,87,75,9.22,broken clouds
590,Nizhniy Kuranakh,RU,58.8353,125.4869,18.54,89,100,8.16,light snow
591,Smolenka,RU,52.1352,113.4974,8.67,78,0,2.24,clear sky
592,Oriximina,BR,-1.7656,-55.8661,82.29,66,69,3.74,broken clouds
593,Marsaxlokk,MT,35.8419,14.5431,65.08,82,20,17.27,light rain
594,Carbonia,IT,39.1672,8.5222,60.01,90,31,3.36,scattered clouds
595,Manggar,ID,-2.8833,108.2667,79.79,81,100,1.74,overcast clouds
596,Lyuban,BY,52.7985,28.0048,46.53,90,14,7.78,few clouds
597,Rio Cauto,CU,20.5603,-76.9161,87.06,62,100,5.64,light rain
598,Belize,BZ,17.25,-88.75,85.23,61,88,4.0,overcast clouds
599,Bowen,AU,-20.0167,148.2333,75.42,74,0,5.66,clear sky
600,Kez,RU,57.8979,53.7152,27.61,66,100,10.63,snow
601,Qaqortoq,GL,60.7167,-46.0333,27.1,83,85,3.56,overcast clouds
602,Sangar,RU,63.9242,127.4739,-7.85,100,88,3.36,overcast clouds
603,Amilly,FR,47.9728,2.7719,55.89,94,100,10.45,light rain
604,Vestmannaeyjar,IS,63.4427,-20.2734,45.88,82,99,17.6,overcast clouds
605,Preili,LV,56.2944,26.7246,46.49,89,89,10.22,overcast clouds
606,Muroto,JP,33.2833,134.15,50.04,63,61,8.97,broken clouds
607,Opuwo,NA,-18.0607,13.84,75.45,38,59,3.36,broken clouds
608,Goleta,TN,36.8181,10.305,62.92,82,20,3.44,few clouds
609,Ballina,AU,-28.8667,153.5667,79.79,69,66,6.91,broken clouds
610,Puerto Cabezas,NI,14.0351,-83.3888,84.16,89,75,6.91,drizzle
611,Colmenar Viejo,ES,40.6591,-3.7676,56.71,93,100,1.99,light rain
612,Kuna,US,43.4918,-116.4201,73.4,42,1,6.91,clear sky
613,Vinh,VN,18.6667,105.6667,72.48,97,100,6.2,overcast clouds
614,Oneonta,US,42.4529,-75.0638,52.32,63,81,4.0,broken clouds
615,Coihueco,CL,-36.6167,-71.8333,77.74,36,0,11.5,clear sky
616,Batemans Bay,AU,-35.7167,150.1833,57.09,39,27,8.01,scattered clouds
617,Whitley Bay,GB,55.0397,-1.4471,49.06,84,20,3.44,few clouds
618,Nishihara,JP,26.1842,127.7558,70.88,76,20,0.0,few clouds
619,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,88,20,7.67,few clouds
620,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,11.5,thunderstorm
621,Ojinaga,MX,29.5667,-104.4167,81.41,19,1,6.91,clear sky
622,Ballinasloe,IE,53.3275,-8.2194,47.7,96,100,6.11,overcast clouds
623,Darhan,MN,49.4867,105.9228,27.37,54,0,4.94,clear sky
624,Boden,SE,65.8252,21.6886,32.0,100,100,1.25,overcast clouds
625,Cap Malheureux,MU,-19.9842,57.6142,72.46,91,51,1.01,light rain
626,Sharan,RU,54.8167,54.0,30.2,53,100,7.67,snow
627,Kitimat,CA,54.0524,-128.6534,43.18,51,78,1.79,broken clouds
628,La Palma,US,33.8464,-118.0467,95.41,36,1,5.99,clear sky
629,Kano,NG,12.0001,8.5167,64.29,63,0,2.3,clear sky
630,Sioux Lookout,CA,50.1001,-91.917,48.27,71,40,4.61,scattered clouds
631,Talara,PE,-4.5772,-81.2719,72.36,68,0,17.27,clear sky
632,Krasnoarmeysk,RU,51.0239,45.6969,40.3,79,25,6.24,scattered clouds
633,Mbanza-Ngungu,CD,-5.25,14.8667,66.9,95,98,2.06,overcast clouds
634,Ixtapa,MX,20.7,-105.2,85.23,74,20,10.36,few clouds
635,Haines Junction,CA,60.7522,-137.5108,33.75,69,93,2.3,overcast clouds
636,Vilyuysk,RU,63.7553,121.6247,3.92,97,80,4.09,broken clouds
637,La Ronge,CA,55.1001,-105.2842,50.22,40,40,9.22,scattered clouds
638,Dongsheng,CN,39.8161,109.9776,37.83,38,4,7.72,clear sky
639,Liusha,CN,27.2098,108.59,49.46,98,56,1.57,broken clouds
640,Pando,UY,-34.7167,-55.95,84.6,39,0,10.36,clear sky
641,Bereda,ES,43.2686,-7.5406,55.42,99,100,1.41,light rain
642,Navahrudak,BY,53.6,25.8333,46.58,87,21,9.55,few clouds
643,Korem,ET,12.5058,39.5228,53.65,43,0,6.22,clear sky
644,Ayorou,NE,14.7308,0.9174,94.5,18,79,7.29,broken clouds
645,Isla Mujeres,MX,21.2311,-86.731,82.45,59,81,16.69,broken clouds
646,Lerum,SE,57.7745,12.2697,53.92,87,0,11.5,clear sky
647,Akureyri,IS,65.6835,-18.0878,39.13,100,75,6.91,broken clouds
648,Prince Rupert,CA,54.3161,-130.3201,44.29,70,99,14.97,overcast clouds
649,Payo,ID,-3.7508,103.6372,74.07,97,100,1.3,overcast clouds
650,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.92,75,52,11.05,broken clouds
651,Kununurra,AU,-15.7667,128.7333,80.58,83,12,3.44,few clouds
652,Olga,RU,43.7444,135.2892,38.7,67,0,3.56,clear sky
653,Yarada,IN,17.65,83.2667,79.12,94,40,2.3,thunderstorm
654,Gazimurskiy Zavod,RU,51.5461,118.3266,21.69,71,29,4.45,scattered clouds
655,Sale,MA,34.0389,-6.8166,62.74,100,75,3.44,broken clouds
656,Semey,KZ,50.4111,80.2275,39.54,45,87,7.61,overcast clouds
657,Mahon,ES,39.8885,4.2658,66.76,72,20,10.36,few clouds
658,Epe,NG,6.5841,3.9834,77.58,92,97,4.99,overcast clouds
